gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv3074	CCP45883	CCP45883	I6XG38	Uniprot/SPTREMBL	NONE	100	100	-
Rv3075c	CCP45884	CCP45884	I6YF40	Uniprot/SPTREMBL	NONE	100	100	-
Rv3076	CCP45885	CCP45885	I6X666	Uniprot/SPTREMBL	NONE	100	100	-
Rv3077	CCP45886	CCP45886	Q6MX15	Uniprot/SPTREMBL	NONE	100	100	-
Rv3078	CCP45887	CCP45887	I6Y2H3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3079c	CCP45888	CCP45888	I6XG43	Uniprot/SPTREMBL	NONE	100	100	-
Rv3080c	CCP45889	CCP45889	P9WI65	Uniprot/SWISSPROT	NONE	100	100	-
Rv3081	CCP45890	CCP45890	O53298	Uniprot/SPTREMBL	NONE	100	100	-
Rv3082c	CCP45891	CCP45891	P9WMJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3083	CCP45892	CCP45892	P9WNF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3084	CCP45893	CCP45893	P9WK85	Uniprot/SWISSPROT	NONE	100	100	-
Rv3085	CCP45894	CCP45894	P9WGP9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3086	CCP45895	CCP45895	P9WQB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3087	CCP45896	CCP45896	P9WKB1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3088	CCP45897	CCP45897	P9WKC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3089	CCP45898	CCP45898	P9WQ37	Uniprot/SWISSPROT	NONE	100	100	-
Rv3090	CCP45899	CCP45899	O05769	Uniprot/SPTREMBL	NONE	100	100	-
Rv3091	CCP45900	CCP45900	I6YB49	Uniprot/SPTREMBL	NONE	100	100	-
Rv3092c	CCP45901	CCP45901	I6Y2I9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3093c	CCP45902	CCP45902	O05772	Uniprot/SPTREMBL	NONE	100	100	-
Rv3094c	CCP45903	CCP45903	O05773	Uniprot/SPTREMBL	NONE	100	100	-
Rv3095	CCP45904	CCP45904	P9WMG3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3096	CCP45905	CCP45905	I6YB54	Uniprot/SPTREMBL	NONE	100	100	-
Rv3097c	CCP45906	CCP45906	I6Y2J4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3098c	CCP45907	CCP45907	O05776	Uniprot/SPTREMBL	NONE	100	100	-
Rv3098A	CCP45908	CCP45908	V5QRX7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3099c	CCP45909	CCP45909	O05777	Uniprot/SPTREMBL	NONE	100	100	-
Rv3100c	CCP45910	CCP45910	P9WGD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3101c	CCP45911	CCP45911	P9WG19	Uniprot/SWISSPROT	NONE	100	100	-
Rv3102c	CCP45912	CCP45912	O05779	Uniprot/SWISSPROT	NONE	100	100	-
Rv3103c	CCP45913	CCP45913	O05780	Uniprot/SPTREMBL	NONE	100	100	-
Rv3104c	CCP45914	CCP45914	O05781	Uniprot/SPTREMBL	NONE	100	100	-
Rv3105c	CCP45915	CCP45915	P9WHG1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3106	CCP45916	CCP45916	P9WIQ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3107c	CCP45917	CCP45917	O05784	Uniprot/SPTREMBL	NONE	100	100	-
Rv3108	CCP45918	CCP45918	O05785	Uniprot/SPTREMBL	NONE	100	100	-
Rv3109	CCP45919	CCP45919	P9WJS3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3110	CCP45920	CCP45920	Q6MX13	Uniprot/SPTREMBL	NONE	100	100	-
Rv3111	CCP45921	CCP45921	P9WJR9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3112	CCP45922	CCP45922	L7N6B4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3113	CCP45923	CCP45923	O05790	Uniprot/SPTREMBL	NONE	100	100	-
Rv3114	CCP45924	CCP45924	O05791	Uniprot/SPTREMBL	NONE	100	100	-
Rv3115	CCP45925	CCP45925	P96354	Uniprot/SPTREMBL	NONE	100	100	-
Rv3116	CCP45926	CCP45926	L7N674	Uniprot/SPTREMBL	NONE	100	100	-
Rv3117	CCP45927	CCP45927	P9WHF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3118	CCP45928	CCP45928	P0CG96	Uniprot/SWISSPROT	NONE	100	100	-
Rv3119	CCP45929	CCP45929	P9WJR3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3120	CCP45930	CCP45930	O05796	Uniprot/SPTREMBL	NONE	100	100	-
Rv3121	CCP45931	CCP45931	P9WPL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3122	CCP45932	CCP45932	O07033	Uniprot/SPTREMBL	NONE	100	100	-
Rv3123	CCP45933	CCP45933	O07034	Uniprot/SPTREMBL	NONE	100	100	-
Rv3124	CCP45934	CCP45934	O05797	Uniprot/SWISSPROT	NONE	100	100	-
Rv3125c	CCP45935	CCP45935	P9WHY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3126c	CCP45936	CCP45936	P9WL09	Uniprot/SWISSPROT	NONE	100	100	-
Rv3127	CCP45937	CCP45937	P9WL07	Uniprot/SWISSPROT	NONE	100	100	-
Rv3129	CCP45939	CCP45939	P9WL05	Uniprot/SWISSPROT	NONE	100	100	-
Rv3130c	CCP45940	CCP45940	P9WKC9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3131	CCP45941	CCP45941	P9WIZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3132c	CCP45942	CCP45942	P9WGK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3133c	CCP45943	CCP45943	P9WMF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3134c	CCP45944	CCP45944	P9WFD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3135	CCP45945	CCP45945	Q6MX07	Uniprot/SWISSPROT	NONE	100	100	-
Rv3136	CCP45946	CCP45946	P9WHY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3136A	CCP45947	CCP45947	I6Y2Q7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3137	CCP45948	CCP45948	P95189	Uniprot/SWISSPROT	NONE	100	100	-
Rv3138	CCP45949	CCP45949	P95188	Uniprot/SPTREMBL	NONE	100	100	-
Rv3139	CCP45950	CCP45950	P95187	Uniprot/SPTREMBL	NONE	100	100	-
Rv3140	CCP45951	CCP45951	P95186	Uniprot/SPTREMBL	NONE	100	100	-
Rv3141	CCP45952	CCP45952	P95185	Uniprot/SPTREMBL	NONE	100	100	-
Rv3142c	CCP45953	CCP45953	P95184	Uniprot/SPTREMBL	NONE	100	100	-
Rv3143	CCP45954	CCP45954	P9WGL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3144c	CCP45955	CCP45955	I6X6H8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3145	CCP45956	CCP45956	P9WIW7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3146	CCP45957	CCP45957	P9WJH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3147	CCP45958	CCP45958	P9WJH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3148	CCP45959	CCP45959	P9WJH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3149	CCP45960	CCP45960	P9WIV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3150	CCP45961	CCP45961	P9WIV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3151	CCP45962	CCP45962	P9WIV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3152	CCP45963	CCP45963	P9WIX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3153	CCP45964	CCP45964	P9WJG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3154	CCP45965	CCP45965	P95172	Uniprot/SPTREMBL	NONE	100	100	-
Rv3155	CCP45966	CCP45966	P9WIX3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3156	CCP45967	CCP45967	P9WIW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3157	CCP45968	CCP45968	P9WIW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3158	CCP45969	CCP45969	P9WIW9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3159c	CCP45970	CCP45970	Q6MX04	Uniprot/SPTREMBL	NONE	100	100	-
Rv3160c	CCP45971	CCP45971	O53310	Uniprot/SPTREMBL	NONE	100	100	-
Rv3161c	CCP45972	CCP45972	O53311	Uniprot/SPTREMBL	NONE	100	100	-
Rv3162c	CCP45973	CCP45973	O53312	Uniprot/SPTREMBL	NONE	100	100	-
Rv3163c	CCP45974	CCP45974	O53313	Uniprot/SPTREMBL	NONE	100	100	-
Rv3164c	CCP45975	CCP45975	O53314	Uniprot/SPTREMBL	NONE	100	100	-
Rv3165c	CCP45976	CCP45976	O53315	Uniprot/SPTREMBL	NONE	100	100	-
Rv3166c	CCP45977	CCP45977	O53316	Uniprot/SPTREMBL	NONE	100	100	-
Rv3167c	CCP45978	CCP45978	O53317	Uniprot/SPTREMBL	NONE	100	100	-
Rv3168	CCP45979	CCP45979	P9WI99	Uniprot/SWISSPROT	NONE	100	100	-
Rv3169	CCP45980	CCP45980	O53319	Uniprot/SPTREMBL	NONE	100	100	-
Rv3170	CCP45981	CCP45981	P9WQ15	Uniprot/SWISSPROT	NONE	100	100	-
Rv3171c	CCP45982	CCP45982	O53321	Uniprot/SPTREMBL	NONE	100	100	-
Rv3172c	CCP45983	CCP45983	O53322	Uniprot/SPTREMBL	NONE	100	100	-
Rv3173c	CCP45984	CCP45984	O53323	Uniprot/SPTREMBL	NONE	100	100	-
Rv3174	CCP45985	CCP45985	O53324	Uniprot/SPTREMBL	NONE	100	100	-
Rv3175	CCP45986	CCP45986	O53325	Uniprot/SPTREMBL	NONE	100	100	-
Rv3176c	CCP45987	CCP45987	Q6MX03	Uniprot/SPTREMBL	NONE	100	100	-
Rv3177	CCP45988	CCP45988	O53327	Uniprot/SPTREMBL	NONE	100	100	-
Rv3178	CCP45989	CCP45989	O53328	Uniprot/SWISSPROT	NONE	100	100	-
Rv3179	CCP45990	CCP45990	O53329	Uniprot/SPTREMBL	NONE	100	100	-
Rv3180c	CCP45991	CCP45991	P9WF51	Uniprot/SWISSPROT	NONE	100	100	-
Rv3181c	CCP45992	CCP45992	P9WF15	Uniprot/SWISSPROT	NONE	100	100	-
Rv3182	CCP45993	CCP45993	O53332	Uniprot/SWISSPROT	NONE	100	100	-
Rv3183	CCP45994	CCP45994	O53333	Uniprot/SWISSPROT	NONE	100	100	-
Rv3184	CCP45995	CCP45995	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3185	CCP45996	CCP45996	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3186	CCP45997	CCP45997	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3187	CCP45998	CCP45998	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3188	CCP45999	CCP45999	O53334	Uniprot/SPTREMBL	NONE	100	100	-
Rv3189	CCP46000	CCP46000	O53335	Uniprot/SPTREMBL	NONE	100	100	-
Rv3190c	CCP46001	CCP46001	O53336	Uniprot/SPTREMBL	NONE	100	100	-
Rv3190A	CCP46002	CCP46002	I6XGJ1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3191c	CCP46003	CCP46003	O53337	Uniprot/SPTREMBL	NONE	100	100	-
Rv3192	CCP46004	CCP46004	O53338	Uniprot/SPTREMBL	NONE	100	100	-
Rv3193c	CCP46005	CCP46005	P9WFL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3194c	CCP46006	CCP46006	O53340	Uniprot/SPTREMBL	NONE	100	100	-
Rv3195	CCP46007	CCP46007	O53341	Uniprot/SPTREMBL	NONE	100	100	-
Rv3196	CCP46008	CCP46008	O53342	Uniprot/SPTREMBL	NONE	100	100	-
Rv3196A	CCP46009	CCP46009	L7N668	Uniprot/SPTREMBL	NONE	100	100	-
Rv3197	CCP46010	CCP46010	O53343	Uniprot/SPTREMBL	NONE	100	100	-
Rv3197A	CCP46011	CCP46011	Q6MX01	Uniprot/SWISSPROT	NONE	100	100	-
Rv3198c	CCP46012	CCP46012	P9WMP9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3198A	CCP46013	CCP46013	P9WN17	Uniprot/SWISSPROT	NONE	100	100	-
Rv3199c	CCP46014	CCP46014	P9WIX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3200c	CCP46015	CCP46015	O53346	Uniprot/SPTREMBL	NONE	100	100	-
Rv3201c	CCP46016	CCP46016	O53347	Uniprot/SPTREMBL	NONE	100	100	-
Rv3202c	CCP46017	CCP46017	O53348	Uniprot/SPTREMBL	NONE	100	100	-
Rv3203	CCP46018	CCP46018	L0TC47	Uniprot/SWISSPROT	NONE	100	100	-
Rv3204	CCP46019	CCP46019	O05862	Uniprot/SPTREMBL	NONE	100	100	-
Rv3205c	CCP46020	CCP46020	O05861	Uniprot/SPTREMBL	NONE	100	100	-
Rv3206c	CCP46021	CCP46021	P9WMN7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3207c	CCP46022	CCP46022	O05859	Uniprot/SPTREMBL	NONE	100	100	-
Rv3208	CCP46023	CCP46023	O05858	Uniprot/SPTREMBL	NONE	100	100	-
Rv3208A	CCP46024	CCP46024	Q6MWZ8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3209	CCP46025	CCP46025	O05857	Uniprot/SPTREMBL	NONE	100	100	-
Rv3210c	CCP46026	CCP46026	O05856	Uniprot/SPTREMBL	NONE	100	100	-
Rv3211	CCP46027	CCP46027	O05855	Uniprot/SPTREMBL	NONE	100	100	-
Rv3212	CCP46028	CCP46028	O05854	Uniprot/SPTREMBL	NONE	100	100	-
Rv3213c	CCP46029	CCP46029	O05853	Uniprot/SPTREMBL	NONE	100	100	-
Rv3214	CCP46030	CCP46030	Q6MWZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3215	CCP46031	CCP46031	P9WFW9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3217c	CCP46033	CCP46033	O05849	Uniprot/SPTREMBL	NONE	100	100	-
Rv3218	CCP46034	CCP46034	O05848	Uniprot/SPTREMBL	NONE	100	100	-
Rv3219	CCP46035	CCP46035	P9WF43	Uniprot/SWISSPROT	NONE	100	100	-
Rv3220c	CCP46036	CCP46036	P9WGL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3221c	CCP46037	CCP46037	P9WPQ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3221A	CCP46038	CCP46038	P9WJ69	Uniprot/SWISSPROT	NONE	100	100	-
Rv3222c	CCP46039	CCP46039	O05844	Uniprot/SPTREMBL	NONE	100	100	-
Rv3223c	CCP46040	CCP46040	P9WGH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3224	CCP46041	CCP46041	O05842	Uniprot/SPTREMBL	NONE	100	100	-
Rv3224A	CCP46042	CCP46042	Q6MWZ5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3224B	CCP46043	CCP46043	Q6MWZ4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3225c	CCP46044	CCP46044	O05841	Uniprot/SPTREMBL	NONE	100	100	-
Rv3226c	CCP46045	CCP46045	O05872	Uniprot/SPTREMBL	NONE	100	100	-
Rv3227	CCP46046	CCP46046	P9WPY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3228	CCP46047	CCP46047	O05873	Uniprot/SPTREMBL	NONE	100	100	-
Rv3229c	CCP46048	CCP46048	P9WNZ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3230c	CCP46049	CCP46049	P9WNE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3231c	CCP46050	CCP46050	O05876	Uniprot/SPTREMBL	NONE	100	100	-
Rv3232c	CCP46051	CCP46051	O05877	Uniprot/SPTREMBL	NONE	100	100	-
Rv3233c	CCP46052	CCP46052	O05878	Uniprot/SPTREMBL	NONE	100	100	-
Rv3234c	CCP46053	CCP46053	P9WKC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3235	CCP46054	CCP46054	O05880	Uniprot/SPTREMBL	NONE	100	100	-
Rv3236c	CCP46055	CCP46055	L7N665	Uniprot/SPTREMBL	NONE	100	100	-
Rv3237c	CCP46056	CCP46056	O05882	Uniprot/SPTREMBL	NONE	100	100	-
Rv3238c	CCP46057	CCP46057	O05883	Uniprot/SPTREMBL	NONE	100	100	-
Rv3239c	CCP46058	CCP46058	O05884	Uniprot/SPTREMBL	NONE	100	100	-
Rv3240c	CCP46059	CCP46059	P9WGP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3241c	CCP46060	CCP46060	O05886	Uniprot/SWISSPROT	NONE	100	100	-
Rv3242c	CCP46061	CCP46061	O05887	Uniprot/SPTREMBL	NONE	100	100	-
Rv3243c	CCP46062	CCP46062	O05888	Uniprot/SPTREMBL	NONE	100	100	-
Rv3244c	CCP46063	CCP46063	P9WK37	Uniprot/SWISSPROT	NONE	100	100	-
Rv3245c	CCP46064	CCP46064	P9WGK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3246c	CCP46065	CCP46065	P9WGM7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3247c	CCP46066	CCP46066	P9WKE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3248c	CCP46067	CCP46067	P9WGV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3249c	CCP46068	CCP46068	O05892	Uniprot/SPTREMBL	NONE	100	100	-
Rv3250c	CCP46069	CCP46069	I6YFL7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3251c	CCP46070	CCP46070	O05894	Uniprot/SPTREMBL	NONE	100	100	-
Rv3252c	CCP46071	CCP46071	O05895	Uniprot/SPTREMBL	NONE	100	100	-
Rv3253c	CCP46072	CCP46072	O05896	Uniprot/SPTREMBL	NONE	100	100	-
Rv3254	CCP46073	CCP46073	O05897	Uniprot/SWISSPROT	NONE	100	100	-
Rv3255c	CCP46074	CCP46074	O05898	Uniprot/SPTREMBL	NONE	100	100	-
Rv3256c	CCP46075	CCP46075	O05899	Uniprot/SPTREMBL	NONE	100	100	-
Rv3257c	CCP46076	CCP46076	O86374	Uniprot/SPTREMBL	NONE	100	100	-
Rv3258c	CCP46077	CCP46077	O53351	Uniprot/SPTREMBL	NONE	100	100	-
Rv3259	CCP46078	CCP46078	O53352	Uniprot/SPTREMBL	NONE	100	100	-
Rv3260c	CCP46079	CCP46079	O53353	Uniprot/SWISSPROT	NONE	100	100	-
Rv3261	CCP46080	CCP46080	P9WP81	Uniprot/SWISSPROT	NONE	100	100	-
Rv3262	CCP46081	CCP46081	P9WP79	Uniprot/SWISSPROT	NONE	100	100	-
Rv3263	CCP46082	CCP46082	P96868	Uniprot/SPTREMBL	NONE	100	100	-
Rv3264c	CCP46083	CCP46083	L7N6A5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3265c	CCP46084	CCP46084	P9WMY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3266c	CCP46085	CCP46085	P9WH09	Uniprot/SWISSPROT	NONE	100	100	-
Rv3267	CCP46086	CCP46086	P96872	Uniprot/SPTREMBL	NONE	100	100	-
Rv3268	CCP46087	CCP46087	P96873	Uniprot/SPTREMBL	NONE	100	100	-
Rv3269	CCP46088	CCP46088	P96874	Uniprot/SPTREMBL	NONE	100	100	-
Rv3270	CCP46089	CCP46089	P9WPT5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3271c	CCP46090	CCP46090	P96876	Uniprot/SPTREMBL	NONE	100	100	-
Rv3272	CCP46091	CCP46091	P96877	Uniprot/SPTREMBL	NONE	100	100	-
Rv3273	CCP46092	CCP46092	P96878	Uniprot/SPTREMBL	NONE	100	100	-
Rv3274c	CCP46093	CCP46093	P9WQG1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3275c	CCP46094	CCP46094	P9WHM1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3276c	CCP46095	CCP46095	P9WHL9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3277	CCP46096	CCP46096	P96882	Uniprot/SPTREMBL	NONE	100	100	-
Rv3278c	CCP46097	CCP46097	P96883	Uniprot/SPTREMBL	NONE	100	100	-
Rv3279c	CCP46098	CCP46098	I6YFP0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3280	CCP46099	CCP46099	P9WQH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3281	CCP46100	CCP46100	P96886	Uniprot/SPTREMBL	NONE	100	100	-
Rv3282	CCP46101	CCP46101	P9WK27	Uniprot/SWISSPROT	NONE	100	100	-
Rv3283	CCP46102	CCP46102	P9WHF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3284	CCP46103	CCP46103	P9WGC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3285	CCP46104	CCP46104	P96890	Uniprot/SPTREMBL	NONE	100	100	-
Rv3286c	CCP46105	CCP46105	P9WGI3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3287c	CCP46106	CCP46106	P9WGX7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3288c	CCP46107	CCP46107	L7N685	Uniprot/SPTREMBL	NONE	100	100	-
Rv3289c	CCP46108	CCP46108	P96894	Uniprot/SPTREMBL	NONE	100	100	-
Rv3290c	CCP46109	CCP46109	P9WQ77	Uniprot/SWISSPROT	NONE	100	100	-
Rv3291c	CCP46110	CCP46110	I6YBQ3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3292	CCP46111	CCP46111	P9WL01	Uniprot/SWISSPROT	NONE	100	100	-
Rv3293	CCP46112	CCP46112	L7N650	Uniprot/SPTREMBL	NONE	100	100	-
Rv3294c	CCP46113	CCP46113	L7N658	Uniprot/SPTREMBL	NONE	100	100	-
Rv3295	CCP46114	CCP46114	P96900	Uniprot/SPTREMBL	NONE	100	100	-
Rv3296	CCP46115	CCP46115	P96901	Uniprot/SPTREMBL	NONE	100	100	-
Rv3297	CCP46116	CCP46116	P9WNC1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3298c	CCP46117	CCP46117	P96903	Uniprot/SPTREMBL	NONE	100	100	-
Rv3299c	CCP46118	CCP46118	O65931	Uniprot/SPTREMBL	NONE	100	100	-
Rv3300c	CCP46119	CCP46119	O07166	Uniprot/SPTREMBL	NONE	100	100	-
Rv3301c	CCP46120	CCP46120	P9WI97	Uniprot/SWISSPROT	NONE	100	100	-
Rv3302c	CCP46121	CCP46121	P9WN79	Uniprot/SWISSPROT	NONE	100	100	-
Rv3303c	CCP46122	CCP46122	P9WHH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3304	CCP46123	CCP46123	O53356	Uniprot/SPTREMBL	NONE	100	100	-
Rv3305c	CCP46124	CCP46124	L7N663	Uniprot/SPTREMBL	NONE	100	100	-
Rv3306c	CCP46125	CCP46125	L7N690	Uniprot/SPTREMBL	NONE	100	100	-
Rv3307	CCP46126	CCP46126	P9WP01	Uniprot/SWISSPROT	NONE	100	100	-
Rv3308	CCP46127	CCP46127	O53360	Uniprot/SPTREMBL	NONE	100	100	-
Rv3309c	CCP46128	CCP46128	P9WFF3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3310	CCP46129	CCP46129	O53361	Uniprot/SPTREMBL	NONE	100	100	-
Rv3311	CCP46130	CCP46130	O53362	Uniprot/SPTREMBL	NONE	100	100	-
Rv3312c	CCP46131	CCP46131	O53363	Uniprot/SPTREMBL	NONE	100	100	-
Rv3312A	CCP46132	CCP46132	P9WI87	Uniprot/SWISSPROT	NONE	100	100	-
Rv3313c	CCP46133	CCP46133	P63907	Uniprot/SWISSPROT	NONE	100	100	-
Rv3314c	CCP46134	CCP46134	P9WFS1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3315c	CCP46135	CCP46135	P9WPH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3316	CCP46136	CCP46136	O53368	Uniprot/SWISSPROT	NONE	100	100	-
Rv3317	CCP46137	CCP46137	O53369	Uniprot/SPTREMBL	NONE	100	100	-
Rv3318	CCP46138	CCP46138	O53370	Uniprot/SPTREMBL	NONE	100	100	-
Rv3319	CCP46139	CCP46139	O53371	Uniprot/SPTREMBL	NONE	100	100	-
Rv3320c	CCP46140	CCP46140	P9WF53	Uniprot/SWISSPROT	NONE	100	100	-
Rv3321c	CCP46141	CCP46141	P9WJ17	Uniprot/SWISSPROT	NONE	100	100	-
Rv3322c	CCP46142	CCP46142	L7N687	Uniprot/SPTREMBL	NONE	100	100	-
Rv3323c	CCP46143	CCP46143	Q6MWY3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3324c	CCP46144	CCP46144	P9WJR5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3325	CCP46146	CCP46146	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3326	CCP46147	CCP46147	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3327	CCP46148	CCP46148	O53377	Uniprot/SPTREMBL	NONE	100	100	-
Rv3328c	CCP46149	CCP46149	L0TCG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3329	CCP46150	CCP46150	O53379	Uniprot/SWISSPROT	NONE	100	100	-
Rv3330	CCP46151	CCP46151	O53380	Uniprot/SPTREMBL	NONE	100	100	-
Rv3331	CCP46152	CCP46152	L0TDU1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3332	CCP46153	CCP46153	O53382	Uniprot/SPTREMBL	NONE	100	100	-
Rv3333c	CCP46154	CCP46154	O53383	Uniprot/SPTREMBL	NONE	100	100	-
Rv3334	CCP46155	CCP46155	O53384	Uniprot/SPTREMBL	NONE	100	100	-
Rv3335c	CCP46156	CCP46156	O53385	Uniprot/SPTREMBL	NONE	100	100	-
Rv3336c	CCP46157	CCP46157	P9WFT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3337	CCP46158	CCP46158	O53387	Uniprot/SPTREMBL	NONE	100	100	-
Rv3338	CCP46159	CCP46159	O53388	Uniprot/SPTREMBL	NONE	100	100	-
Rv3339c	CCP46160	CCP46160	P9WKL1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3340	CCP46161	CCP46161	O53390	Uniprot/SPTREMBL	NONE	100	100	-
Rv3341	CCP46162	CCP46162	P9WJY9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3342	CCP46163	CCP46163	P9WK01	Uniprot/SWISSPROT	NONE	100	100	-
Rv3343c	CCP46164	CCP46164	Q6MWY2	Uniprot/SWISSPROT	NONE	100	100	-
Rv3344c	CCP46165	CCP46165	L0TFC2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3345c	CCP46166	CCP46166	Q6MWY0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3346c	CCP46167	CCP46167	O50377	Uniprot/SPTREMBL	NONE	100	100	-
Rv3347c	CCP46168	CCP46168	Q6MWX9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3348	CCP46169	CCP46169	P96234	Uniprot/SPTREMBL	NONE	100	100	-
Rv3349c	CCP46170	CCP46170	V5QQS8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3350c	CCP46171	CCP46171	Q6MWX8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3351c	CCP46172	CCP46172	O50380	Uniprot/SPTREMBL	NONE	100	100	-
Rv3352c	CCP46173	CCP46173	O50381	Uniprot/SPTREMBL	NONE	100	100	-
Rv3353c	CCP46174	CCP46174	O50382	Uniprot/SPTREMBL	NONE	100	100	-
Rv3354	CCP46175	CCP46175	O50383	Uniprot/SPTREMBL	NONE	100	100	-
